PMID,Title,Abstract,Reviewer1_Decision,Reviewer1_Notes,Reviewer2_Decision,Reviewer2_Notes,Final_Decision,Exclusion_Reason
"18803979","Management of acute clavicle fractures.","It has been believed since the time of Hippocrates that clavicle fractures  require little more than benign neglect by clinicians. Although many patients who  have clavicle injuries do achieve adequate healing and functional recovery  without surgical interventions, good outcomes, especially with displaced  fractures, are not universal. Recent literature suggests that a subset of  midclavicular injuries may warrant primary surgical treatment to minimize the  incidence of nonunion and/or symptoma","","","","","",""
"18941102","Acute traumatic thoracic aortic injuries: experience with 64-MDCT.","OBJECTIVE: At some institutions, catheter angiography is used for confirmation of  aortic injuries and equivocal MDCT findings. Because of the speed and efficiency  of 64-MDCT, we believe that diagnostic catheter angiography may be obsolete. The  purpose of this study was to review our experience with 64-MDCT in the evaluation  of acute traumatic aortic injury (ATAI). MATERIALS AND METHODS: The trauma  registry at a level 1 trauma center was reviewed to find cases of ATAI occurring  between Marc","","","","","",""
"18949513","Rib fracture repair: indications, technical issues, and future directions.","Rib fracture repair has been performed at selected centers around the world for  more than 50 years; however, the operative indications have not been established  and are considered controversial. The outcome of a strictly nonoperative approach  may not be optimal. Potential indications for rib fracture repair include flail  chest, painful, movable rib fractures refractory to conventional pain management,  chest wall deformity/defect, rib fracture nonunion, and during thoracotomy for  other trau","","","","","",""
"19092011","Fractures of the upper transthoracic cage.","We have reviewed our experience in managing 11 patients who sustained an indirect  sternal fracture in combination with an upper thoracic spinal injury between 2003  and 2006. These fractures have previously been described as 'associated'  fractures, but since the upper thorax is an anatomical entity composed of the  upper thoracic spine, ribs and sternum joined together, we feel that the term  'fractures of the upper transthoracic cage' is a better description. These  injuries are a challenge b","","","","","",""
"19252022","Stabilisation of chronic flail chest: a novel approach of surgical fixation and  osteogenesis.","A patient with chronic flail chest, severe persistent pain and chest wall  deformity was successfully managed with open reduction and internal fixation of  the ribs and application of a novel osteogenic protein.
FAU - Konstantinov, I E","","","","","",""
"19276767","Surveyed opinion of American trauma, orthopedic, and thoracic surgeons on rib and  sternal fracture repair.","INTRODUCTION: Rib and sternal fracture repair are controversial. The opinion of  surgeons regarding those patients who would benefit from repair is unknown.  METHODS: Members of the Eastern Association for the Surgery of Trauma, the  Orthopedic Trauma Association, and thoracic surgeons (THS) affiliated with  teaching hospitals in the United States were recruited to complete an electronic  survey regarding rib and sternal fracture repair. RESULTS: Two hundred  thirty-eight trauma surgeons (TRS), ","","","","","",""
"19339725","Clinical problem-solving. A question well put.","","","","","","",""
"19351464","Misunderstood cardiac involvement with heart impairment in traumatic sternal  fracture: an enzyme-guided evaluation.","BACKGROUND: Isolated sternal fractures occur more and more frequently in traffic  road accidents in particular after the introduction of the seat-belt law. This  study sets out to assess by laboratory parameters the incidence and consequences  of pericardial and myocardial involvement in sternal injury. PATIENTS AND  METHODS: Between June 1997 and March 2007, 50 consecutive patients were admitted  to our Thoracic Surgical Unit with acute traumatic sternal fractures. X-ray, CT  scan, standard 12-","","","","","",""
"1938460","[The unstable thoracic wall: possibilities for treatment].","In the treatment of severe chest injuries with flail chest either  positive-pressure mechanical ventilation (and tracheostomy) is necessary or the  surgical stabilisation of the chest wall by osteosyntheses of the broken ribs.  Fourteen patients (age 27-73) with severe chest injuries and paradoxical  respiration were operated and the rib fractures stabilized by means of small  reconstruction plates and cerclage wires. Three patients died due to other  reasons. There were no serious complications","","","","","",""
"19408603","Initial experience with external thoracic stabilization by the ""figure of eight""  osteosynthesis in polytraumatized patients with flail chest injury.","The aim of this study was to describe initial experience with external thoracic  stabilization by the ""figure of eight"" osteosynthesis in polytraumatized patients  with flail chest injury. From January 2002, fifteen patients underwent this  surgical procedure at the University Hospital of Rijeka. Their mean age was 52  +/- 13.69 (range 18-65) and mean ISS was 29.8 (range: 20-41). Twelve patients  were weaned from artificial respiration on same day when operated, two on the  post-operative day ","","","","","",""
"19419619","Chronic transverse sternal fracture. Role of CT scan and repair by an alternative  use of the Synthes-Titanium Sternal Fixation System.","Chest wall fractures, including injuries of the sternum, usually heal  spontaneously without specific treatment. However sometimes, they need surgical  treatment. To treat these patients the selection criteria often are subjective in  spite of many surgical devices for sternal osteosynthesis are available nowadays.  One of the most recent device is the Synthes-Titanium Sternal Fixing System,  usually used to treat post-sternotomy dehiscence. We describe the case of a  67-year-old man with previo","","","","","",""
